capacity_kwh,soc0_pct,socT_pct,ambient_c,current_a,connector_temp_c,duration_min
77.9,14.8,98.7,-4.2,10.7,26.3,720.0
45.5,41.0,89.7,-3.9,16.9,26.1,529.3
33.4,79.9,94.8,40.9,16.1,56.3,184.7
37.6,41.5,93.9,27.7,31.6,57.8,220.7
28.7,27.3,80.3,28.2,11.8,55.5,376.3
88.9,27.9,97.7,39.0,28.2,62.8,720.0
85.5,30.2,83.3,5.9,22.8,36.5,634.4
90.9,42.0,98.3,2.6,6.7,18.6,720.0
99.1,40.8,85.2,11.3,28.7,25.2,538.8
74.3,21.0,82.4,38.7,14.3,61.9,720.0
26.5,59.1,88.7,18.9,22.9,41.8,141.3
41.7,33.2,85.0,23.6,24.4,44.1,264.9
35.4,50.7,82.1,10.0,15.9,27.5,224.1
68.4,26.3,94.5,24.8,8.1,46.3,720.0
60.3,50.1,88.6,32.5,15.2,58.4,545.4
94.9,31.7,89.6,42.5,10.7,60.7,720.0
53.8,51.9,99.6,6.8,10.0,26.9,720.0
28.6,49.0,85.0,24.8,12.5,54.7,305.1
25.8,76.2,85.2,-2.6,9.4,29.7,143.1
85.6,16.3,89.5,15.8,10.5,22.2,720.0
72.3,79.7,84.6,11.4,11.4,37.8,181.2
38.5,60.5,95.4,17.0,12.4,39.8,463.1
92.9,15.3,95.8,5.6,29.4,45.2,720.0
66.5,63.8,93.8,-1.6,21.2,6.6,526.1
70.2,32.8,86.0,22.7,25.9,46.8,512.6
94.0,38.6,92.3,42.1,17.1,80.2,720.0
27.8,20.7,97.0,38.2,6.3,54.3,720.0
88.2,19.2,85.5,3.9,22.7,39.6,720.0
98.3,36.1,89.5,38.4,30.9,60.3,548.7
45.1,40.8,95.0,41.5,16.1,63.0,612.4
65.1,59.1,87.4,25.2,22.4,41.7,346.3
56.2,76.5,93.6,2.7,13.3,39.1,466.7
29.2,39.5,99.5,37.8,25.0,54.9,313.7
62.3,6.2,88.6,4.3,22.9,20.6,720.0
92.1,46.2,83.0,12.7,17.8,33.8,618.3
35.9,73.9,82.1,44.3,31.5,76.3,47.3
40.3,39.1,98.3,16.2,10.2,48.8,720.0
65.6,73.1,84.8,6.1,18.7,25.5,178.0
27.4,64.5,82.7,25.8,21.6,50.7,75.1
42.7,32.3,94.7,19.6,25.4,46.4,408.6
58.4,36.2,80.1,13.5,9.9,51.0,720.0
82.3,48.2,93.7,-1.8,25.3,16.4,720.0
45.3,34.2,87.0,17.7,31.7,59.8,258.2
36.3,78.5,97.1,11.3,20.2,31.0,210.9
29.6,43.9,94.3,9.1,9.2,34.1,620.4
88.7,27.8,98.3,34.6,29.9,59.1,720.0
82.5,46.0,100.0,-2.9,8.3,22.7,720.0
41.2,30.6,85.5,19.4,6.3,40.4,720.0
54.5,24.7,88.9,18.2,18.3,44.1,625.5
56.2,9.9,85.4,9.6,23.3,45.0,554.6
83.3,46.4,97.0,25.1,26.6,64.5,668.4
51.3,66.1,90.2,21.1,11.4,67.6,470.1
40.5,73.5,80.9,19.1,7.9,47.2,133.2
94.3,61.1,82.5,-3.1,18.3,20.6,418.1
63.2,76.3,83.0,35.4,19.9,55.7,99.4
61.9,50.2,85.8,44.3,31.6,57.0,250.9
81.4,8.5,99.2,8.3,24.7,34.0,720.0
58.7,59.8,87.5,41.0,13.0,71.3,523.2
77.5,25.7,92.6,8.3,16.1,45.3,720.0
37.9,61.8,92.9,7.6,22.8,31.2,210.3
47.6,53.2,85.5,2.4,20.3,31.3,281.4
60.0,57.1,96.6,42.6,31.7,66.6,332.6
72.2,6.3,96.0,44.9,11.8,72.3,720.0
76.3,23.2,91.8,3.0,29.6,32.3,662.5
30.2,58.3,82.2,28.3,22.6,40.1,112.4
32.5,14.1,83.3,22.3,21.9,47.2,306.4
94.5,31.6,99.8,17.7,25.7,43.2,720.0
87.6,71.7,84.8,8.3,13.4,18.0,371.1
33.2,19.2,87.7,13.3,31.9,44.9,236.8
45.8,65.8,85.6,5.3,21.8,10.7,172.0
38.4,36.7,82.7,31.0,22.0,61.6,251.4
69.5,72.8,99.7,34.7,18.9,53.0,539.2
45.4,46.4,96.6,5.2,11.7,24.6,720.0
66.6,17.8,82.9,30.0,10.0,49.5,720.0
30.5,47.1,82.4,-3.6,13.8,31.6,293.4
26.1,55.7,89.5,35.6,6.7,58.8,498.2
40.2,32.4,88.2,45.0,10.4,69.2,720.0
60.7,54.4,92.3,11.3,27.7,41.8,320.8
74.6,79.5,94.3,41.0,15.5,71.0,480.5
83.6,31.8,84.5,29.6,17.8,48.4,685.2
49.8,33.4,89.9,16.0,17.1,32.5,556.0
55.0,8.6,98.0,39.0,6.5,70.2,720.0
70.6,65.3,87.0,39.0,13.2,58.5,435.6
96.0,5.7,92.7,34.8,18.4,59.0,720.0
24.4,45.3,89.5,29.3,25.3,59.2,143.3
48.9,73.5,91.1,13.1,29.6,29.4,147.7
79.2,78.7,87.6,-3.9,23.3,29.2,229.0
93.1,73.1,82.6,20.9,29.8,52.5,103.7
90.7,19.3,94.4,30.3,25.0,58.3,720.0
52.2,66.9,90.8,23.7,13.0,35.1,438.1
26.4,44.6,87.9,9.7,22.2,33.5,200.0
24.1,48.4,89.4,33.4,7.4,58.4,546.8
35.8,67.9,92.6,19.0,19.4,38.6,240.6
26.0,38.0,81.0,18.6,18.6,49.6,181.0
25.2,19.6,81.0,12.6,18.5,30.9,240.5
37.2,12.3,96.5,29.0,9.0,59.9,720.0
56.0,53.2,83.8,6.1,20.0,31.4,307.6
65.8,67.8,82.3,31.5,9.4,58.1,312.9
91.2,22.7,80.8,37.2,12.2,59.8,720.0
60.0,27.4,84.0,10.9,21.6,42.4,530.6
76.2,73.4,97.3,0.8,31.8,35.0,358.0
84.9,22.6,91.6,16.0,17.7,42.4,720.0
48.6,67.2,94.6,-1.2,27.4,20.2,249.9
78.8,67.9,81.8,12.2,28.4,31.3,125.3
76.6,35.3,96.5,18.3,16.3,37.4,720.0
31.3,71.9,86.2,29.9,9.9,51.7,173.8
85.5,24.2,84.4,-1.3,6.2,34.9,720.0
53.1,25.0,92.4,37.8,8.6,59.8,720.0
40.6,77.6,90.9,26.9,22.2,53.1,152.9
35.9,28.2,94.0,19.8,27.2,50.4,333.0
95.0,29.7,91.2,3.9,27.4,25.7,706.3
45.4,28.8,95.0,42.7,16.8,72.2,720.0
82.9,18.3,91.3,2.8,14.0,25.5,720.0
86.6,60.8,86.4,39.9,25.2,61.7,331.5
95.1,79.8,86.1,32.0,19.1,74.2,221.2
70.2,62.8,88.0,40.2,21.9,65.9,296.2
37.7,60.6,92.1,22.0,11.0,55.8,481.5
31.5,70.0,82.2,29.6,13.1,58.2,98.4
29.4,74.1,99.8,44.2,11.4,54.7,374.2
79.0,11.1,100.0,20.4,21.9,26.7,720.0
84.7,53.9,89.3,31.9,28.4,58.5,395.3
83.9,21.5,89.3,29.2,17.8,69.8,720.0
33.6,10.5,81.7,28.7,24.7,48.9,313.7
56.4,46.3,87.0,-2.2,31.1,18.8,279.7
26.6,23.2,83.9,32.9,13.3,54.5,344.0
48.5,17.9,99.4,12.6,22.1,47.2,653.9
56.1,62.4,83.6,34.3,29.8,56.0,129.4
49.8,45.2,98.1,13.0,8.2,47.9,720.0
89.7,63.3,99.6,16.9,17.9,53.5,720.0
99.3,33.6,80.4,42.2,26.4,68.2,512.6
54.9,60.0,88.8,17.8,25.9,39.6,239.4
50.4,56.1,85.1,27.6,7.1,48.3,720.0
89.5,11.8,87.4,41.9,21.3,59.0,720.0
26.4,6.1,99.2,30.7,17.1,63.0,594.7
84.2,53.1,94.1,9.5,7.0,32.2,720.0
30.8,14.3,84.8,27.5,13.4,55.5,486.8
41.1,64.3,84.2,41.3,9.5,57.8,333.6
90.4,51.2,81.6,42.2,13.4,66.8,720.0
37.5,56.7,87.1,36.5,7.2,57.4,653.9
57.5,19.3,89.3,40.6,10.0,68.4,720.0
53.2,57.6,98.8,9.1,21.6,30.0,470.2
38.1,11.5,89.3,4.2,9.5,28.0,720.0
57.3,10.9,87.1,19.1,24.7,32.2,489.2
72.6,31.3,99.5,11.3,8.3,41.7,720.0
75.7,20.1,99.4,42.5,21.3,62.1,720.0
24.5,69.4,88.8,35.0,24.3,63.3,87.5
48.3,29.9,89.0,40.7,8.3,65.3,720.0
80.4,7.0,91.8,1.2,31.8,21.4,720.0
46.8,48.4,87.5,17.5,21.2,39.1,289.7
83.2,28.0,82.4,23.8,24.8,45.1,603.3
49.6,11.9,83.1,9.1,6.4,56.4,720.0
79.5,6.4,88.0,27.1,28.3,64.5,711.0
39.3,78.3,82.2,20.0,30.2,47.6,24.3
97.4,71.1,90.3,-0.2,16.0,38.9,645.6
62.2,62.3,90.4,25.6,17.5,51.6,456.5
91.5,43.4,97.1,16.2,17.5,46.0,720.0
36.0,42.2,89.0,14.5,23.7,28.5,244.7
81.9,27.3,80.9,22.3,13.5,43.0,720.0
54.7,39.3,84.8,14.6,8.3,28.4,720.0
52.4,17.7,96.1,20.3,26.6,34.2,558.4
80.0,66.6,96.1,21.1,27.4,42.4,401.1
65.5,29.0,84.3,-0.0,27.8,18.9,413.9
94.7,61.8,94.0,43.4,26.4,63.0,520.0
29.9,9.8,98.1,42.4,21.3,58.5,483.9
24.9,23.7,94.4,29.1,8.5,51.8,720.0
37.9,58.5,82.0,8.9,25.9,31.9,105.6
78.3,76.5,80.6,14.7,29.1,26.7,38.3
58.3,51.7,85.7,24.1,7.3,53.9,720.0
78.5,34.2,90.4,17.3,10.3,33.4,720.0
96.5,19.6,86.8,-1.1,24.7,28.6,720.0
61.5,13.6,85.9,15.4,24.5,28.1,556.5
77.9,27.0,99.1,11.1,28.0,43.7,720.0
33.4,5.9,93.1,41.3,8.8,62.7,720.0
85.5,21.9,90.8,27.0,12.5,52.8,720.0
39.4,78.3,97.0,41.7,15.1,65.1,310.0
96.7,28.3,88.2,0.2,31.6,20.2,720.0
92.2,23.6,95.0,42.7,28.5,63.1,720.0
82.2,53.0,97.7,-1.4,18.4,23.5,720.0
41.9,46.0,89.1,23.1,29.0,38.1,229.4
91.7,45.0,88.5,2.9,8.2,31.7,720.0
76.9,38.4,96.5,43.8,20.7,68.3,720.0
70.5,20.0,92.4,42.1,25.5,73.6,720.0
33.1,37.8,80.5,33.9,17.3,47.4,238.6
81.3,66.0,85.9,41.5,28.8,56.8,231.6
88.2,76.4,86.6,17.7,23.6,52.0,198.2
68.7,6.0,94.4,27.2,30.9,43.3,636.5
42.3,13.5,83.8,38.7,17.0,61.3,565.5
32.7,25.1,94.3,24.7,18.6,45.2,442.6
79.4,67.0,80.6,41.7,18.7,65.7,169.9
31.1,46.4,81.7,36.1,11.8,66.1,306.2
77.5,29.0,88.3,43.3,20.9,74.3,720.0
75.2,46.0,99.4,35.3,22.8,62.5,679.2
24.3,28.7,85.7,32.3,26.6,47.2,174.4
62.5,67.0,89.4,6.9,7.6,31.2,720.0
64.2,57.6,87.1,-1.8,16.3,10.2,496.1
61.6,30.6,99.2,41.2,15.3,63.5,720.0
39.3,51.8,94.7,3.0,6.3,24.5,720.0
33.9,57.7,87.3,4.8,29.9,32.5,119.5
73.1,54.6,87.7,30.9,10.7,51.8,720.0
77.2,61.7,99.8,14.6,6.9,44.1,720.0
56.0,53.0,80.6,6.2,9.7,29.5,497.0
26.8,23.2,91.4,26.5,17.2,49.0,359.8
89.3,52.9,94.3,-3.4,12.1,21.2,720.0
39.5,36.0,86.3,-2.9,30.7,8.6,250.2
38.8,25.1,94.3,16.2,17.4,47.8,519.3
60.5,34.6,97.0,37.7,15.3,61.8,720.0
95.5,21.4,81.1,33.7,28.6,65.9,601.6
44.2,34.7,96.9,4.8,14.2,37.4,720.0
48.1,14.9,84.7,43.4,30.5,73.3,389.9
58.3,19.4,88.4,42.4,18.2,65.5,720.0
75.9,59.8,94.8,-5.0,10.3,32.2,720.0
89.3,40.3,95.5,4.0,8.5,40.3,720.0
32.0,57.9,86.2,-0.7,11.3,32.5,367.2
77.6,8.5,90.7,42.2,13.2,57.3,720.0
97.7,27.4,87.3,19.2,24.1,40.4,720.0
79.8,69.7,95.7,43.3,10.1,68.3,720.0
47.5,41.4,81.8,14.4,13.7,58.2,444.9
33.6,59.0,95.9,15.0,25.1,32.8,222.4
35.7,17.4,93.5,42.3,16.4,70.9,668.1
39.8,72.3,91.0,23.0,31.1,48.5,131.6
49.2,60.5,94.2,14.1,14.1,40.9,477.6
94.4,52.0,90.7,6.2,15.8,35.4,720.0
26.7,33.9,91.4,24.0,25.2,59.6,228.0
81.0,70.5,85.2,10.4,25.8,48.1,195.5
39.5,70.8,83.5,2.7,21.7,35.7,95.1
47.5,64.3,96.8,29.1,13.0,64.1,545.7
49.5,7.4,86.0,21.7,12.4,44.2,720.0
32.8,58.1,81.2,11.4,26.3,45.8,92.6
65.4,28.5,87.3,10.5,28.5,32.6,421.6
93.9,32.7,91.7,7.6,12.7,27.5,720.0
93.7,29.4,92.6,16.5,15.4,52.8,720.0
68.4,59.9,94.6,12.5,16.5,44.8,692.8
78.9,70.4,97.1,10.6,7.5,44.2,720.0
69.8,45.1,91.5,-0.7,25.6,16.3,495.8
50.3,5.7,84.5,9.6,22.7,28.3,590.8
40.8,38.1,98.6,13.0,13.3,52.0,681.3
96.4,51.9,88.9,6.4,28.7,47.3,477.0
29.5,36.0,81.8,29.4,31.1,44.0,139.1
51.0,44.2,98.6,37.2,21.5,69.3,563.6
26.8,68.6,81.7,32.5,28.3,51.8,43.5
49.1,30.3,93.1,42.9,11.8,54.5,720.0
69.1,28.6,97.5,23.5,8.1,50.6,720.0
25.1,73.9,80.0,13.6,14.6,54.5,30.9
26.2,12.7,92.7,7.1,11.5,36.6,640.5
38.1,72.1,81.0,1.2,13.5,21.8,87.7
99.0,69.1,95.2,19.2,24.2,47.6,494.1
31.4,16.1,87.6,5.7,27.0,34.3,289.5
35.8,18.3,91.5,34.9,11.7,53.9,720.0
94.1,10.5,82.3,18.3,10.1,56.4,720.0
90.1,73.8,84.2,24.0,14.8,54.8,277.9
63.4,62.8,94.9,17.0,20.8,41.2,393.0
50.2,38.0,86.6,24.5,28.9,50.8,264.5
53.9,14.5,99.9,31.5,9.5,59.3,720.0
30.4,62.0,95.0,33.9,29.5,62.2,149.9
58.0,74.7,93.4,42.2,21.4,65.3,275.9
44.6,37.3,80.6,-4.5,30.0,17.3,246.0
30.0,13.1,83.3,25.4,9.0,44.9,720.0
34.6,48.5,85.8,9.6,10.2,43.7,452.1
84.8,48.9,81.9,19.4,31.8,40.4,295.8
90.3,16.7,96.2,6.6,21.2,30.7,720.0
51.8,73.5,90.5,5.8,26.9,21.6,182.1
82.3,32.3,92.5,21.6,27.2,45.6,604.1
90.4,43.7,85.1,10.4,23.4,16.2,510.4
87.7,61.8,95.4,17.4,24.7,44.6,578.9
28.9,42.2,87.3,5.9,26.7,24.6,191.5
44.9,8.6,83.4,16.1,29.2,37.6,387.8
77.9,35.8,94.9,-3.9,20.4,8.8,720.0
50.0,13.3,88.8,42.5,28.4,72.3,456.5
66.6,19.4,92.9,10.5,18.7,22.6,720.0
93.0,7.7,87.6,10.8,11.9,23.6,720.0
24.3,21.9,90.9,17.8,12.5,55.3,472.2
96.6,70.6,86.1,32.1,11.2,50.8,553.9
63.7,36.8,84.8,26.5,6.2,65.4,720.0
96.9,37.5,88.0,12.9,23.9,45.5,711.7
66.4,66.8,80.4,-4.6,22.6,23.7,124.7
65.9,8.3,94.6,41.6,26.7,51.5,720.0
81.5,73.6,97.2,22.3,26.3,52.4,395.5
79.1,77.5,92.1,14.3,10.6,28.4,602.6
39.7,16.4,88.2,6.3,21.5,28.3,458.9
84.1,55.4,82.3,13.3,26.8,56.0,296.2
49.5,51.7,93.1,13.8,15.4,19.7,517.4
80.7,55.0,94.7,36.6,12.7,65.2,720.0
38.1,38.4,94.1,19.4,9.6,33.9,720.0
77.8,57.5,80.3,-1.3,30.1,16.3,184.9
62.6,13.5,93.7,11.9,11.5,22.3,720.0
37.9,27.0,98.8,0.4,26.8,44.6,402.7
66.2,38.1,90.1,12.9,8.9,60.8,720.0
31.8,8.1,87.0,39.1,20.1,58.7,365.6
53.5,37.5,92.6,-2.3,16.7,37.1,720.0
74.2,16.0,92.4,17.4,27.7,49.1,704.1
42.5,36.1,88.9,16.2,6.1,42.3,720.0
92.1,14.8,95.9,-4.4,21.5,19.4,720.0
80.0,66.7,87.4,39.5,11.1,68.8,608.6
28.8,70.0,94.6,-1.0,20.4,24.9,188.0
61.2,76.1,88.8,29.4,14.6,49.1,257.0
83.3,31.1,81.1,32.0,16.4,39.9,677.9
31.1,20.0,94.3,9.8,18.2,43.6,437.8
40.7,17.2,81.8,2.3,23.9,28.2,360.7
48.3,79.0,80.4,39.6,21.4,63.5,12.8
51.4,8.1,80.1,20.2,13.7,30.1,720.0
25.3,21.4,87.1,7.4,29.9,45.3,191.6
54.1,74.1,81.0,32.5,24.7,56.3,52.8
62.7,32.3,92.6,32.0,11.1,65.7,720.0
48.8,24.4,85.3,16.2,28.0,30.8,349.6
43.7,60.5,90.3,17.5,27.6,47.1,209.0
34.9,28.3,90.2,40.6,18.7,70.4,484.4
82.9,59.0,99.0,-2.2,19.8,20.0,720.0
80.3,40.5,87.3,17.7,31.7,33.8,416.6
89.0,20.3,86.7,31.8,30.7,42.2,599.2
41.1,50.3,80.3,-0.6,12.9,24.4,287.6
66.2,30.2,81.4,26.2,15.7,50.7,674.8
74.3,27.2,88.8,17.5,26.5,35.7,528.0
59.8,66.4,95.1,38.0,27.8,54.4,300.3
67.3,23.0,93.9,-3.2,11.2,16.7,720.0
54.9,75.7,92.7,39.6,26.9,59.3,187.1
30.3,50.8,96.4,20.1,6.1,48.0,720.0
89.2,26.6,96.6,19.8,15.6,44.4,720.0
74.1,69.7,86.7,6.3,30.0,40.1,192.0
46.0,17.1,98.9,37.5,13.0,54.1,720.0
31.9,7.2,93.2,9.5,25.8,25.3,387.2
80.7,21.7,90.6,10.5,30.3,40.0,596.0
54.7,22.4,91.6,17.6,12.0,42.5,720.0
47.5,19.3,87.9,26.8,11.1,56.4,720.0
68.1,61.0,94.1,3.1,12.9,29.1,720.0
56.0,63.6,84.8,43.8,6.3,78.4,720.0
70.5,38.7,86.8,29.9,27.3,42.1,400.9
98.3,79.2,87.0,30.2,18.3,53.8,252.1
37.3,36.4,83.7,37.8,8.3,55.8,641.4
97.9,79.6,99.3,18.1,19.5,41.4,581.8
75.4,37.1,99.1,18.6,24.5,53.4,719.9
46.1,7.3,94.7,1.6,31.6,18.4,414.6
93.2,69.9,92.2,37.9,6.1,66.4,720.0
76.3,27.3,99.5,40.9,26.0,53.0,720.0
31.4,12.7,94.2,26.6,24.4,43.8,360.1
98.2,15.2,86.2,37.5,31.5,72.2,720.0
91.6,7.3,98.3,38.1,31.7,60.0,720.0
86.8,28.6,86.3,32.1,6.5,65.4,720.0
86.6,72.0,99.4,-4.5,18.2,5.0,720.0
51.7,18.6,98.1,12.4,19.3,27.2,720.0
34.3,58.5,95.1,7.9,22.1,26.1,232.1
76.1,42.0,83.8,25.1,27.9,42.9,353.1
74.6,36.4,96.5,29.4,6.6,61.9,720.0
39.3,58.3,92.4,16.5,10.7,29.4,501.0
62.3,51.1,83.0,37.7,12.0,69.2,557.3
62.5,64.1,95.0,19.1,12.8,55.9,608.5
81.8,51.7,82.6,30.6,15.3,70.8,588.3
59.2,70.3,96.8,9.4,21.5,32.7,387.8
83.2,65.8,94.3,41.3,29.4,84.5,554.5
59.8,25.0,94.2,-3.8,7.0,19.2,720.0
82.4,14.5,88.9,23.1,9.6,49.5,720.0
25.1,74.6,97.9,39.1,13.2,79.0,299.0
98.0,53.1,88.9,-3.4,18.2,26.2,720.0
36.4,14.8,83.0,37.3,13.5,59.7,557.0
33.4,72.4,82.4,26.9,11.0,46.0,112.7
75.6,9.8,98.0,-0.2,19.7,13.1,720.0
61.7,80.0,82.9,-4.5,13.4,20.9,106.9
53.1,6.3,81.6,4.1,30.1,37.2,421.5
69.1,72.3,85.0,-3.0,23.2,29.3,184.6
25.9,57.1,82.6,-2.3,14.9,24.1,159.4
55.7,46.9,99.5,23.7,21.5,44.4,593.1
99.5,21.9,99.8,33.3,19.6,67.0,720.0
78.3,51.5,83.9,-3.4,16.4,32.5,604.2
58.1,15.0,84.6,8.3,25.9,23.1,501.4
62.6,36.7,90.3,37.6,14.8,67.7,720.0
99.6,11.3,95.7,37.4,19.5,59.5,720.0
90.5,12.3,86.2,36.7,29.0,59.5,714.4
53.1,19.7,86.6,41.5,6.1,74.2,720.0
77.2,49.5,98.8,29.9,24.7,54.1,635.6
72.3,68.1,83.2,18.5,23.3,32.8,171.1
34.2,41.6,94.0,3.6,6.3,34.5,720.0
93.6,23.1,83.7,21.3,24.5,44.6,720.0
37.5,65.7,81.6,-1.0,9.3,22.4,243.9
44.2,65.8,92.5,44.6,29.0,60.5,182.8
41.7,35.8,81.4,36.9,22.0,53.4,229.8
79.1,44.7,95.1,2.1,13.7,30.1,720.0
28.1,69.1,93.8,-2.7,13.9,29.7,287.1
27.7,54.7,90.8,20.3,13.2,32.8,284.6
46.5,57.4,86.2,5.0,23.6,24.0,217.6
67.4,78.3,99.6,18.5,21.6,41.9,444.7
53.8,37.1,80.5,40.2,30.6,68.9,269.7
26.1,52.2,87.4,8.9,9.1,35.4,364.3
32.0,79.4,88.8,41.5,21.8,68.4,95.8
33.3,76.9,99.5,37.3,25.7,62.4,175.8
27.9,78.5,97.0,-1.2,12.4,19.2,278.8
46.4,52.7,95.8,30.6,26.0,55.7,340.3
26.7,6.6,92.0,33.3,7.4,52.3,720.0
30.0,76.8,80.5,12.6,23.3,38.5,16.4
55.6,31.3,93.8,10.3,7.8,38.2,720.0
67.4,20.5,92.9,17.5,31.4,30.7,570.3
97.1,50.1,89.9,7.9,10.9,32.4,720.0
69.4,22.8,98.4,37.2,28.4,66.0,720.0
76.6,11.9,92.0,43.4,29.7,54.6,701.9
84.6,35.0,83.6,39.3,26.0,54.9,548.2
33.9,79.2,97.3,7.9,8.8,43.8,428.6
57.1,31.3,93.6,27.2,11.9,56.3,720.0
48.5,59.2,97.2,17.2,27.7,57.3,298.2
43.5,12.5,95.8,35.4,24.4,59.6,579.8
31.2,13.2,84.2,29.2,11.0,50.4,616.0
70.6,8.4,99.1,39.1,27.9,71.0,720.0
58.3,39.2,83.1,41.9,22.9,69.7,389.1
53.0,45.2,91.7,28.7,28.8,55.1,322.1
96.4,43.1,93.3,9.7,19.4,46.6,720.0
62.5,64.6,91.8,5.9,21.1,30.6,381.3
58.9,43.1,99.2,5.1,29.6,31.4,481.1
93.1,50.1,83.3,8.9,19.2,37.2,537.5
95.6,33.7,94.1,35.6,23.2,81.4,720.0
38.3,31.3,95.7,30.0,24.9,59.5,365.1
42.1,66.2,89.4,13.0,25.2,36.1,160.4
58.5,33.1,86.2,33.2,30.1,55.5,339.9
51.7,44.1,96.7,4.4,6.9,37.3,720.0
25.9,40.6,90.7,27.8,17.0,46.1,281.5
87.6,39.4,80.9,17.6,12.4,42.6,720.0
78.5,75.9,84.0,32.5,13.6,56.7,206.4
61.6,47.1,88.7,-4.4,23.8,13.0,459.2
68.8,33.6,82.2,2.6,17.2,35.9,667.6
39.5,21.6,95.6,21.9,14.2,41.3,720.0
67.0,8.5,91.3,40.9,26.7,62.7,657.6
43.6,64.2,80.9,44.2,13.8,70.5,187.2
94.1,61.6,95.1,36.0,26.8,62.7,522.8
40.5,26.0,99.0,23.4,7.9,49.5,720.0
50.1,60.2,95.8,23.9,15.5,36.6,535.1
78.3,10.1,95.9,8.0,17.6,20.9,720.0
43.2,66.6,88.9,45.0,16.9,74.2,278.4
90.3,70.9,96.2,20.9,11.5,36.1,720.0
45.2,74.7,90.2,2.0,10.1,26.6,385.3
87.2,35.3,94.3,22.7,12.0,43.8,720.0
96.0,38.2,87.5,43.2,30.3,57.3,578.7
37.7,10.5,96.3,-1.2,25.0,8.0,519.5
60.6,21.8,89.7,44.5,23.5,61.5,519.5
34.7,48.8,84.7,26.1,29.7,50.3,126.9
33.5,51.1,84.1,2.4,23.1,27.5,162.1
28.8,25.6,90.4,-1.5,31.8,25.9,246.9
79.8,25.2,86.1,41.7,6.6,64.4,720.0
44.9,69.5,94.6,25.6,13.0,42.1,451.4
53.2,76.8,84.0,30.6,31.2,41.0,60.2
55.8,59.4,81.3,21.7,31.2,38.7,111.2
65.3,78.1,92.2,13.8,29.6,22.4,198.2
53.0,18.1,81.3,11.3,12.1,28.9,720.0
89.0,20.1,91.0,3.3,30.8,23.1,720.0
73.0,45.3,91.3,42.8,29.6,65.5,395.3
36.7,70.4,86.1,8.3,29.1,41.1,85.2
39.8,62.4,93.1,28.0,21.9,38.5,261.3
54.4,33.4,99.9,0.9,30.4,22.5,548.1
60.1,79.8,88.0,33.5,29.1,64.8,119.7
58.9,38.8,86.7,43.9,16.2,78.3,719.0
84.9,69.1,100.0,19.9,22.5,56.2,586.5
53.3,62.9,89.9,32.5,26.6,56.2,222.0
84.6,24.6,87.3,8.6,29.6,35.8,612.6
28.9,41.0,94.4,11.7,8.7,40.8,651.5
29.5,51.2,88.4,29.7,6.9,50.6,548.1
90.4,49.9,90.2,15.9,26.0,40.1,551.3
57.3,79.5,87.5,26.5,12.6,48.9,218.5
28.4,36.0,93.8,27.6,7.8,59.2,720.0
33.0,50.8,89.5,26.4,8.7,48.5,565.7
36.9,36.1,83.6,34.7,12.4,78.7,546.0
67.3,13.3,96.9,-2.9,8.3,20.8,720.0
67.7,24.6,92.0,9.1,29.1,30.9,620.0
53.2,16.2,91.2,12.8,10.9,42.6,720.0
32.8,53.5,82.4,11.5,23.8,33.1,127.6
25.3,8.0,97.9,15.6,9.0,44.6,720.0
93.0,30.9,99.1,0.9,23.5,12.6,720.0
57.3,40.7,97.0,36.6,27.3,49.7,421.6
68.0,39.2,82.1,14.1,22.2,40.9,397.9
76.8,26.7,88.1,-1.8,14.2,29.4,720.0
56.5,23.4,90.2,33.6,27.5,73.3,549.8
48.1,20.9,89.3,11.8,6.9,36.8,720.0
65.8,55.0,98.9,26.6,18.5,57.1,680.4
85.9,40.7,93.2,20.8,24.1,43.4,720.0
96.4,71.2,95.2,-3.5,21.8,27.4,624.2
50.1,47.6,89.0,38.3,22.0,56.0,342.9
62.1,41.5,89.9,34.2,27.0,48.9,428.9
64.9,46.1,91.4,27.5,9.5,50.6,720.0
76.3,15.5,93.1,9.2,29.4,27.4,701.6
83.6,71.4,89.3,43.2,22.6,71.1,352.1
46.1,12.7,83.2,30.7,26.4,48.3,370.5
80.9,30.6,95.6,-1.9,16.4,37.5,720.0
55.7,39.9,85.8,32.4,21.7,60.3,387.5
35.8,63.6,92.6,39.6,17.5,73.3,316.7
57.3,78.3,81.6,1.0,16.2,24.5,58.5
80.8,40.9,87.6,44.3,16.6,62.5,720.0
64.5,63.1,98.6,18.6,31.9,33.7,293.2
59.5,64.6,84.1,-3.8,13.3,23.7,341.4
25.8,68.2,94.7,9.9,17.6,42.3,204.0
87.5,51.8,93.2,26.1,29.0,49.9,504.6
62.9,19.1,97.7,27.0,26.6,50.2,632.9
47.5,51.2,90.7,18.8,28.8,53.3,246.1
86.3,76.1,80.6,43.2,10.0,68.5,144.1
52.8,75.0,86.3,27.2,28.2,36.2,96.7
84.6,78.1,83.6,44.1,14.6,67.6,173.6
26.0,66.5,84.5,28.5,9.9,52.6,178.9
91.9,30.8,99.8,41.7,9.0,67.8,720.0
50.6,34.6,81.0,17.2,28.2,40.4,242.4
78.1,43.9,98.0,-1.8,14.5,28.2,720.0
43.5,41.5,85.7,-2.7,11.4,17.1,672.3
43.9,34.3,89.6,-4.2,29.8,31.7,345.9
49.7,25.6,95.3,-4.7,28.6,33.5,514.7
